LGA_CODE21,LGA_NAME21,AREASQKM21,LATITUDE,LONGITUDE
55530,Mingenew,1934.8857,-29.1581857672865,115.484259897342
55600,Moora,3763.0254,-30.4980447723889,116.185454330138
55670,Morawa,3510.5929,-29.0669060676806,116.017097760231
55740,Mosman Park,4.3472,-32.0147910003686,115.76555645738
55810,Mount Magnet,13858.1182,-28.2380520825661,117.976418559948
55880,Mount Marshall,10184.5937,-30.1837526478363,117.962188008099
55950,Mukinbudin,3426.944,-30.6299400154056,118.311146059983
56090,Mundaring,643.2012,-31.8999233852617,116.251642211791
56160,Murchison,45046.0922,-26.7518330286785,116.299764316563
56230,Murray,1703.4688,-32.6236492636934,115.989442321618
56300,Nannup,3053.9361,-34.1284224895075,115.663907039826
56370,Narembeen,3809.0285,-32.047102190044,118.653858534497
56460,Narrogin,1631.3024,-32.9953646592181,117.26226001775
56580,Nedlands,19.6449,-31.9724361729016,115.789588280495
56620,Ngaanyatjarraku,159815.9632,-25.0948575633964,126.835294969562
56730,Northam,1431.2215,-31.6859338936507,116.63600663242
56790,Northampton,12543.7142,-27.7530661499325,114.645924245109
56860,Nungarin,1166.0245,-31.1493803310052,118.208098460522
56930,Peppermint Grove,1.0677,-31.9993198201028,115.767153450582
57000,Perenjori,8301.3551,-29.4439271514453,116.611426597327
57080,Perth,13.7335,-31.9601578452551,115.846565153804
57140,Pingelly,1294.5721,-32.5199456267953,117.222057025772
57210,Plantagenet,4876.682,-34.5972055325772,117.561979631258
57280,Port Hedland,18417.0777,-20.929109469631,118.673213222239
57350,Quairading,2016.9268,-32.004802222538,117.423450200308
57420,Ravensthorpe,9841.7504,-33.6161820518721,120.138608670222
57490,Rockingham,257.4979,-32.3441691411982,115.789007547132
57630,Sandstone,32605.2912,-28.3359008575585,119.173122738855
57700,Serpentine-Jarrahdale,901.2054,-32.3442424014116,116.034341739901
57770,Shark Bay,24201.5491,-26.5367067174257,114.525144455058
57840,South Perth,19.8114,-31.9978436615203,115.870025508704
57910,Stirling,104.7273,-31.8856798503209,115.819637621113
57980,Subiaco,5.6182,-31.952009532933,115.818729562276
58050,Swan,1042.9936,-31.7412639197545,116.067423217286
58190,Tammin,1101.692,-31.6066627863971,117.495001310094
58260,Three Springs,2656.6928,-29.5257539223462,115.577326270807
58330,Toodyay,1691.6485,-31.4710792824815,116.380665265463
58400,Trayning,1651.2043,-31.1439982665923,117.806883629403
58470,Upper Gascoyne,57809.8737,-24.7265758385787,116.355121282006
58510,Victoria Park,17.9396,-31.9797002985767,115.901480711803
58540,Victoria Plains,2551.0132,-31.0143216040465,116.319604507523
58570,Vincent,11.3771,-31.931277011597,115.852555291839
58610,Wagin,1946.1763,-33.2766801080852,117.369939645304
58680,Wandering,1903.8645,-32.5471693516555,116.581265729159
58760,Wanneroo,683.2602,-31.6117514630163,115.762959849139
58820,Waroona,832.2285,-32.857938941855,115.920106055075
58890,West Arthur,2831.8272,-33.4571167360954,116.739377879432
59030,Westonia,3319.4496,-30.9675633319399,118.656257265836
59100,Wickepin,2040.8985,-32.8069512772158,117.671772195203
59170,Williams,2304.7119,-33.0714136391775,116.728099885966
59250,Wiluna,181297.3382,-25.3120144983624,122.245089078074
59310,Wongan-Ballidu,3365.0675,-30.717117327212,116.842624694912
59320,Woodanilling,1128.8348,-33.5336523999468,117.338072943758
59330,Wyalkatchem,1594.4884,-31.1866755932706,117.435287466094
59340,Wyndham-East Kimberley,112066.3217,-15.5589588473564,127.051691777897
59350,Yalgoo,27949.4641,-28.5651596078495,117.050283392989
59360,Yilgarn,30428.7648,-30.9573344062866,119.341995198485
59370,York,2131.5916,-31.9263662679996,116.735438504141
59499,No usual address (WA),0,0,0
59799,Migratory - Offshore - Shipping (WA),0,0,0
60210,Break O'Day,3523.8858,-41.4252950459694,148.049899521993
60410,Brighton,171.1508,-42.7193278020631,147.260958415968
60610,Burnie,610.9528,-41.2160447511356,145.806199056649
60810,Central Coast (Tas.),933.0891,-41.2812346151642,146.040028679065
61010,Central Highlands (Tas.),7982.4155,-42.2123326035452,146.646063429949
61210,Circular Head,4897.6511,-41.0789356510177,145.014659817511
61410,Clarence,377.9614,-42.8370134605304,147.434140205299
61510,Derwent Valley,4108.1113,-42.8129566664489,146.421361792899
61610,Devonport,111.259,-41.2086838812079,146.311904718128
61810,Dorset,3230.5456,-41.0721084343446,147.708519577966
62010,Flinders (Tas.),1996.6244,-40.1193541697783,148.097854009013
62210,George Town,653.4308,-41.1021654307208,147.026022366478
62410,Glamorgan-Spring Bay,2591.591,-42.269169870544,147.965351570188
62610,Glenorchy,121.1632,-42.8393221617603,147.219773139708
62810,Hobart,77.8965,-42.8978333940386,147.287613327864
63010,Huon Valley,5507.3541,-43.2514166946289,146.597159767525
63210,Kentish,1156.1888,-41.4539562549972,146.183519772304
63410,King Island,1095.7407,-39.8638007640417,143.985485993065
63610,Kingborough,720.1093,-43.1891853147837,147.26233944378
63810,Latrobe (Tas.),600.4619,-41.2439701292508,146.560026754645
64010,Launceston,1413.6306,-41.3606212723481,147.305819796953
64210,Meander Valley,3330.8146,-41.6266413473988,146.484786810999
64610,Northern Midlands,5135.2505,-41.840173970544,147.460173189349
64810,Sorell,583.7723,-42.7786669722525,147.696150688425
65010,Southern Midlands,2615.4935,-42.434549271276,147.40055566168
65210,Tasman,660.3947,-43.0546741244994,147.834657217117
65410,Waratah-Wynyard,3535.9075,-41.3832284475355,145.495386159838
65610,West Coast,9583.5388,-42.2981750467074,145.637324287131
65810,West Tamar,691.1537,-41.2816285654599,146.864402392445
69499,No usual address (Tas.),0,0,0
69799,Migratory - Offshore - Shipping (Tas.),0,0,0
70200,Alice Springs,327.7132,-23.7350593776674,133.854776945263
70420,Barkly,322710.4145,-19.4440745868321,135.084729082192
70540,Belyuen,41.4054,-12.5381707526916,130.683189246943
70620,Central Desert,281338.022,-21.489803422667,132.415016692107
70700,Coomalie,2056.0547,-13.1257383056682,131.082862761251
71000,Darwin,111.2614,-12.3984006518643,130.887018240467
71150,Darwin Waterfront Precinct,0.7447,-12.4692645008807,130.846720856372
71300,East Arnhem,33309.9334,-12.9332299372172,135.745539251782
72200,Katherine,7416.6444,-14.6901588444008,132.195090598711
72300,Litchfield,2903.3391,-12.5374380707496,131.121792087565
72330,MacDonnell,268339.0281,-24.6372826287918,133.161553328517
72800,Palmerston,52.6559,-12.5025055329852,130.979185489734
73600,Roper Gulf,185213.4546,-15.4348518961602,134.651191979867
74050,Tiwi Islands,7483.1661,-11.5598315731347,130.81630485645
74550,Victoria Daly,153287.3722,-16.2495844160217,130.658632402199
74560,Wagait,5.6628,-12.4412369137358,130.749788781839
74660,West Arnhem,49675.0342,-12.5080443237363,133.258522127985
74680,West Daly,14069.698,-14.2229934477219,130.060348107184
79399,Unincorporated NT,19792.8884,-13.1123504296352,131.187184142144
79499,No usual address (NT),0,0,0
79799,Migratory - Offshore - Shipping (NT),0,0,0
89399,Unincorporated ACT,2358.133,-35.4886968078909,149.002500876291
89499,No usual address (ACT),0,0,0
89799,Migratory - Offshore - Shipping (ACT),0,0,0
99399,Unincorp. Other Territories,105.8806,-33.0126401832244,156.731706041633
99499,No usual address (OT),0,0,0
99799,Migratory - Offshore - Shipping (OT),0,0,0
ZZZZZ,Outside Australia,0,0,0
