lga_code16,lga_name16,area_sqkm,latitude,longitude
59310,Wongan-Ballidu,3365.0675,-30.71713078,116.8426142
59320,Woodanilling,1128.8348,-33.53366586,117.3380623
59330,Wyalkatchem,1594.4885,-31.18668907,117.435277
59340,Wyndham-East Kimberley,112065.9843,-15.55897819,127.051677
59350,Yalgoo,27949.4641,-28.56517308,117.0502731
59360,Yilgarn,30428.765,-30.95734797,119.341985
59370,York,2131.5916,-31.92637971,116.7354279
59499,No usual address (WA),0,,
59799,Migratory - Offshore - Shipping (WA),0,,
60210,Break O'Day,3523.8859,-41.42530796,148.0498946
60410,Brighton,171.1599,-42.71934256,147.2609476
60610,Burnie,610.9529,-41.21605783,145.8061937
60810,Central Coast (Tas.),933.0892,-41.28124768,146.0400233
61010,Central Highlands (Tas.),7982.4155,-42.21234562,146.6460583
61210,Circular Head,4898.011,-41.07894879,145.0146543
61410,Clarence,377.9552,-42.83702628,147.4341341
61510,Derwent Valley,4108.1021,-42.81296983,146.4213551
61610,Devonport,111.259,-41.20869693,146.3118994
61810,Dorset,3230.5456,-41.07212137,147.7085145
62010,Flinders (Tas.),1996.6244,-40.11936708,148.0978489
62210,George Town,653.4377,-41.10217987,147.0260166
62410,Glamorgan/Spring Bay,2591.5618,-42.26918006,147.9653473
62610,Glenorchy,121.1483,-42.83933315,147.2197605
62810,Hobart,77.9097,-42.89783875,147.2876066
63010,Huon Valley,5507.3541,-43.25142971,146.5971548
63210,Kentish,1156.1887,-41.45396931,146.1835145
63410,King Island,1095.7407,-39.86381398,143.9854801
63610,Kingborough,720.1029,-43.18919884,147.2623347
63810,Latrobe (Tas.),600.4617,-41.24398316,146.5600215
64010,Launceston,1413.6306,-41.36063424,147.3058147
64210,Meander Valley,3330.8145,-41.62665438,146.4847816
64610,Northern Midlands,5135.2503,-41.84018693,147.4601682
64810,Sorell,583.6761,-42.77865706,147.6961289
65010,Southern Midlands,2615.4934,-42.43456223,147.4005508
65210,Tasman,660.4962,-43.05466511,147.8346449
65410,Waratah/Wynyard,3535.9075,-41.38324155,145.4953807
65610,West Coast,9583.5388,-42.29818814,145.637319
65810,West Tamar,691.147,-41.28164197,146.8643962
69499,No usual address (Tas.),0,,
69799,Migratory - Offshore - Shipping (Tas.),0,,
70200,Alice Springs,327.7133,-23.73507313,133.8547686
70420,Barkly,322713.2188,-19.44409604,135.0847462
70540,Belyuen,41.4054,-12.53818463,130.6831805
70620,Central Desert,281312.0262,-21.48983659,132.4152999
70700,Coomalie,2056.0547,-13.12575218,131.0828541
71000,Darwin,111.2725,-12.39842546,130.887002
71300,East Arnhem,33309.9334,-12.93324373,135.7455308
72200,Katherine,7416.6444,-14.69017269,132.195082
72300,Litchfield,2903.1459,-12.53745077,131.1218006
72330,MacDonnell,268329.3474,-24.63730163,133.1615086
72800,Palmerston,52.6559,-12.50251941,130.9791768
73600,Roper Gulf,185210.2475,-15.4348397,134.651131
74050,Tiwi Islands,7483.1661,-11.55984546,130.8162961
74550,Victoria Daly,153287.0839,-16.24958627,130.6586269
74560,Wagait,5.6378,-12.44123546,130.7497047
74660,West Arnhem,49675.0343,-12.50805817,133.2585135
74680,West Daly,14069.6979,-14.22300732,130.0603394
79399,Unincorporated NT,19790.0427,-13.11245353,131.1872171
79499,No usual address (NT),0,,
79799,Migratory - Offshore - Shipping (NT),0,,
89399,Unincorporated ACT,2358.172,-35.48876608,149.0025231
89499,No usual address (ACT),0,,
89799,Migratory - Offshore - Shipping (ACT),0,,
99399,Unincorp. Other Territories,256.3162,-20.79726518,128.3685429
99499,No usual address (OT),0,,
99799,Migratory - Offshore - Shipping (OT),0,,
